project_id,project_location_id,precision_code,geoname_id,place_name,latitude,longitude,location_type_code,location_type_name,gazetteer_adm_code,gazetteer_adm_name,location_class,geographic_exactness,project_title,start_actual_isodate,end_actual_isodate,donors_iso3,recipients,recipients_iso3,ad_sector_codes,ad_sector_names,ad_purpose_codes,ad_purpose_names,status,transactions_start_year,transactions_end_year,project_total_commitments,total_disbursements,even_split_commitments,even_split_disbursements,recommended_for_research,umbrella,year,year_uncertain,crs_sector_code,crs_sector_name,flow,all_recipients,recipient_condensed,sources_count,funding_agency,cofinancing_agency,implementing_agency,recipient_agencies,recipient_agencies_count,flow_class,intent,amount,currency,deflators_used,exchange_rates_used,usd_defl_2014,usd_current,start_actual,start_planned,end_actual,end_planned,recipient_count,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,location_details,contacts,source_triangulation,field_completeness,round_coded
36772,36772_3384418,4,3384418,Distrikt Commewijne,5.75,-54.91667,ADM1,first-order administrative division,6295630|6255150|SR|11,Earth|South America|Suriname|Distrikt Commewijne,1,2,China EXIM Bank commits 50 million USD loan to Suriname housing,,,CHN,Suriname,SUR,320,"Industry, Mining, Construction",,,Completion,2012,2012,52951772,,52951772,,TRUE,FALSE,2012,FALSE,320,"Industry, Mining, Construction",Loan (excluding debt rescheduling),Suriname,Suriname,5,"Export-Import Bank of China, Government Agency",,"Dalian International Economic and Technical Cooperation Group (CDIG) , State-Owned Company",,,Vague (Official Finance),Development,50000000,USD,0.944255468,1,52951772,50000000,,,,,1,115,457,Suriname,SUR,SR,740,366,FALSE,FALSE,FALSE,No Information,,,,,Commewijne,"Ramon Abrahams, Minister of Public Works (Suriname) ",5,8,AdditionalCoded
38034,38034_1282101,4,1282101,Laamu Atholhu,2.10347,73.57291,ADM1,first-order administrative division,6295630|6255147|MV|05,Earth|Asia|Maldives|Laamu Atholhu,1,2,Construction of Laamu Atoll Road in Maldives,2014-12-15,,CHN,Maldives,MDV,210,Transport and Storage,,,Implementation,2014,2014,,,,,TRUE,FALSE,2014,FALSE,210,Transport and Storage,Vague TBD,Maldives,Maldives,4,"Unspecified Chinese Government Institution, Government Agency",,"Jiangsu Provincial Transportation Engineering Group (JTEG; _±»æ____„_ÔöâÎæ___Ô_¢), State-Owned Company; CCCC Highway Consultants Co. (_™____ÔÛëöè_ Ô_Œ_Œ_Ž¢_ñ__ŽÔÛëÔ™), State-Owned Company",,,Vague (Official Finance),Development,,,,,,,2014-12-15,,,,1,781,655,Maldives,MDV,MV,462,556,FALSE,FALSE,FALSE,,,,,,Laamu,"Wan Xichun, _„_£ (Jiangsu Provincial Transportation Engineering Group (JTEG; _±»æ____„_ÔöâÎæ___Ô_¢)); Ô_ñÔÜ__, Party Secretary ",3,5,AdditionalCoded
38303,38303_3490952,4,3490952,Clarendon,17.98333,-77.3,ADM1,first-order administrative division,6295630|6255149|JM|01,Earth|North America|Jamaica|Clarendon,1,2,China Exim bank loans Jamaica 340 million USD for 5 year road improvement program(linked to ID #39768),,,CHN,Jamaica,JAM,210,Transport and Storage,,,Completion,2010,2010,427617350,,61088192.8571429,,TRUE,FALSE,2010,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Jamaica,Jamaica,7,"Export-Import Bank of China, Government Agency",,"China Harbour Engineering Co., Ltd., State-Owned Company; China Communications Construction Co., Ltd. (CCCC), State-Owned Company",,,Vague (Official Finance),Development,340000000,USD,0.795103379,1,427617350,340000000,,,,,1,51,354,Jamaica,JAM,JM,388,343,FALSE,TRUE,FALSE,No Information,,,,,,,12,8,AdditionalCoded
38303,38303_3488997,4,3488997,Portland,18.13333,-76.53333,ADM1,first-order administrative division,6295630|6255149|JM|07,Earth|North America|Jamaica|Portland,1,2,China Exim bank loans Jamaica 340 million USD for 5 year road improvement program(linked to ID #39768),,,CHN,Jamaica,JAM,210,Transport and Storage,,,Completion,2010,2010,427617350,,61088192.8571429,,TRUE,FALSE,2010,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Jamaica,Jamaica,7,"Export-Import Bank of China, Government Agency",,"China Harbour Engineering Co., Ltd., State-Owned Company; China Communications Construction Co., Ltd. (CCCC), State-Owned Company",,,Vague (Official Finance),Development,340000000,USD,0.795103379,1,427617350,340000000,,,,,1,51,354,Jamaica,JAM,JM,388,343,FALSE,TRUE,FALSE,No Information,,,,,,,12,8,AdditionalCoded
38303,38303_3488715,4,3488715,Parish of Saint Ann,18.35,-77.26667,ADM1,first-order administrative division,6295630|6255149|JM|09,Earth|North America|Jamaica|Parish of Saint Ann,1,2,China Exim bank loans Jamaica 340 million USD for 5 year road improvement program(linked to ID #39768),,,CHN,Jamaica,JAM,210,Transport and Storage,,,Completion,2010,2010,427617350,,61088192.8571429,,TRUE,FALSE,2010,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Jamaica,Jamaica,7,"Export-Import Bank of China, Government Agency",,"China Harbour Engineering Co., Ltd., State-Owned Company; China Communications Construction Co., Ltd. (CCCC), State-Owned Company",,,Vague (Official Finance),Development,340000000,USD,0.795103379,1,427617350,340000000,,,,,1,51,354,Jamaica,JAM,JM,388,343,FALSE,TRUE,FALSE,No Information,,,,,,,12,8,AdditionalCoded
38303,38303_3488700,4,3488700,Saint James,18.38333,-77.88333,ADM1,first-order administrative division,6295630|6255149|JM|12,Earth|North America|Jamaica|Saint James,1,2,China Exim bank loans Jamaica 340 million USD for 5 year road improvement program(linked to ID #39768),,,CHN,Jamaica,JAM,210,Transport and Storage,,,Completion,2010,2010,427617350,,61088192.8571429,,TRUE,FALSE,2010,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Jamaica,Jamaica,7,"Export-Import Bank of China, Government Agency",,"China Harbour Engineering Co., Ltd., State-Owned Company; China Communications Construction Co., Ltd. (CCCC), State-Owned Company",,,Vague (Official Finance),Development,340000000,USD,0.795103379,1,427617350,340000000,,,,,1,51,354,Jamaica,JAM,JM,388,343,FALSE,TRUE,FALSE,No Information,,,,,,,12,8,AdditionalCoded
38303,38303_3488716,4,3488716,Saint Andrew,18.06667,-76.75,ADM1,first-order administrative division,6295630|6255149|JM|08,Earth|North America|Jamaica|Saint Andrew,1,1,China Exim bank loans Jamaica 340 million USD for 5 year road improvement program(linked to ID #39768),,,CHN,Jamaica,JAM,210,Transport and Storage,,,Completion,2010,2010,427617350,,61088192.8571429,,TRUE,FALSE,2010,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Jamaica,Jamaica,7,"Export-Import Bank of China, Government Agency",,"China Harbour Engineering Co., Ltd., State-Owned Company; China Communications Construction Co., Ltd. (CCCC), State-Owned Company",,,Vague (Official Finance),Development,340000000,USD,0.795103379,1,427617350,340000000,,,,,1,51,354,Jamaica,JAM,JM,388,343,FALSE,TRUE,FALSE,No Information,,,,,,,12,8,AdditionalCoded
38303,38303_3490145,4,3490145,Hanover,18.41667,-78.13333,ADM1,first-order administrative division,6295630|6255149|JM|02,Earth|North America|Jamaica|Hanover,1,2,China Exim bank loans Jamaica 340 million USD for 5 year road improvement program(linked to ID #39768),,,CHN,Jamaica,JAM,210,Transport and Storage,,,Completion,2010,2010,427617350,,61088192.8571429,,TRUE,FALSE,2010,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Jamaica,Jamaica,7,"Export-Import Bank of China, Government Agency",,"China Harbour Engineering Co., Ltd., State-Owned Company; China Communications Construction Co., Ltd. (CCCC), State-Owned Company",,,Vague (Official Finance),Development,340000000,USD,0.795103379,1,427617350,340000000,,,,,1,51,354,Jamaica,JAM,JM,388,343,FALSE,TRUE,FALSE,No Information,,,,,,,12,8,AdditionalCoded
40450,40450_10300944,4,10300944,Osh City,40.54446,72.79387,ADM1,first-order administrative division,6295630|6255147|KG|10,Earth|Asia|Kyrgyzstan|Osh City,1,2,China loans Kyrgyzstan 136 million USD for reconstruction of two main roads,,,CHN,Kyrgyz Republic,KGZ,210,Transport and Storage,,,Implementation,2012,2012,144028819,,5539569.96153846,,TRUE,FALSE,2012,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Kyrgyz Republic,Kyrgyz Republic,4,"Unspecified Chinese Government Institution, Government Agency",,,,,Vague (Official Finance),Development,136000000,USD,0.944255468,1,144028819,136000000,,,,,1,703,614,Kyrgyz Republic,KGZ,KG,417,917,FALSE,FALSE,FALSE,No Information,,,,,"Osh-Batken-Isfana, Bishkek-Balikchi",,4,5,AdditionalCoded
41176,41176_79416,4,79416,Al Hudaydah,14.91732,43.19279,ADM1,first-order administrative division,6295630|6255147|YE|08,Earth|Asia|Yemen|Al Hudaydah,1,2,China provided $59231170 USD loans for Bajal Cement factory(linked to project #41172),,,CHN,Yemen,YEM,320,"Industry, Mining, Construction",,,Implementation,2008,2008,81674636,,81674636,,TRUE,FALSE,2008,FALSE,320,"Industry, Mining, Construction",Loan (excluding debt rescheduling),Yemen,Yemen,3,"Export-Import Bank of China, Government Agency",,,,,Vague (Official Finance),Development,59231170,USD,0.725208865,1,81674636,59231170,,,,,1,678,580,Yemen,YEM,YE,887,474,FALSE,FALSE,FALSE,Concessional,,,,,,,4,6,AdditionalCoded
41268,41268_116401,4,116401,Semnān,35.5,55,ADM1,first-order administrative division,6295630|6255147|IR|25,Earth|Asia|Iran|Semnān,1,2,CMC and SUPOWER signed agreement on the railway electrification program,,,CHN,Iran,IRN,210,Transport and Storage,,,Implementation,2014,2014,2142674992,,164821153.230769,,TRUE,FALSE,2014,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Iran,Iran,7,"Unspecified Chinese Government Institution, Government Agency",,"Beijing Supower Technology Co., Ltd.; China National Machinery Import & Export Corperation (CMC); MAPNA Group","Iranian Railway Company, State-Owned Company; MAPNA Group",2,Vague (Official Finance),Development,1620000000,EUR,1,0.753730737,2142674992,2142674992,,,,,1,630,540,Iran,IRN,IR,364,429,FALSE,FALSE,FALSE,No Information,,,,,from Mashhad to Tehran,"Mohsen Pourseyed Aghaei, president (Iranian Railway Company)",7,7,AdditionalCoded
46348,46348_1527590,4,1527590,Naryn oblast,41.43333,75.96667,ADM1,first-order administrative division,6295630|6255147|KG|04,Earth|Asia|Kyrgyzstan|Naryn oblast,1,2,China Provides $200M Loan to Kyrgyzstan for Road Construction ,,,CHN,Kyrgyz Republic,KGZ,210,Transport and Storage,,,Implementation,2009,2009,271419758,,15078875.4444444,,TRUE,FALSE,2009,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Kyrgyz Republic,Kyrgyz Republic,4,"Export-Import Bank of China, Government Agency",,,,,Vague (Official Finance),Development,200000000,USD,0.736866033,1,271419758,200000000,,,,,1,703,614,Kyrgyz Republic,KGZ,KG,417,917,FALSE,FALSE,FALSE,,,,,,,,6,6,AdditionalCoded
46978,46978_2054927,4,2054927,Rason,42.33611,130.36639,ADM1,first-order administrative division,6295630|6255147|KP|18,Earth|Asia|North Korea|Rason,1,2,China and North Korea jointly build Juan River-Wonjong Bridge Highway,,,CHN,"Korea, Dem. Rep.",PRK,210,Transport and Storage,,,Completion,2014,2014,,,,,TRUE,FALSE,2014,FALSE,210,Transport and Storage,Vague TBD,"Korea, Dem. Rep.","Korea, Dem. Rep.",1,"Unspecified Chinese Government Institution, Government Agency",,,,,Vague (Official Finance),Development,,,,,,,,,,,1,731,740,"Korea, Dem. Rep.",PRK,KP,408,954,FALSE,FALSE,FALSE,,,,,,Rason,,2,4,AdditionalCoded
47044,47044_408667,4,408667,North Kordofan,14.68333,29.93333,ADM1,first-order administrative division,6295630|6255146|SD|56,Earth|Africa|Sudan|North Kordofan,1,2,China Loans Sudan $4.6 Million USD for North Kordofan Solar Energy,,,CHN,Sudan,SDN,230,Energy Generation and Supply,,,Completion,2006,2006,8461291,,8461291,,TRUE,FALSE,2006,FALSE,230,Energy Generation and Supply,Loan (excluding debt rescheduling),Sudan,Sudan,3,"Unspecified Chinese Government Institution, Government Agency",,,Central Bank of Sudan ,1,Vague (Official Finance),Development,4600000,USD,0.543652291,1,8461291,4600000,,,,,1,625,278,Sudan,SDN,SD,736,732,FALSE,FALSE,FALSE,,,,,,Northern Kordofan,,5,6,AdditionalCoded
47046,47046_2244990,4,2244990,Tambacounda,13.91667,-13.25,ADM1,first-order administrative division,6295630|6255146|SN|05,Earth|Africa|Senegal|Tambacounda,1,2,China provides loans for Retention Ponds in Senegal (linked to project #48127),2005-01-11,,CHN,Senegal,SEN,310,"Agriculture, Forestry and Fishing",,,Implementation,2005,2005,84229818,,6016415.57142857,,TRUE,FALSE,2005,FALSE,310,"Agriculture, Forestry and Fishing",Loan (excluding debt rescheduling),Senegal,Senegal,3,"Unspecified Chinese Government Institution, Government Agency",,,,,Vague (Official Finance),Development,22619994448,XOF,0.509132,527.4681428,84229818,42884096,2005-01-11,2005-01-01,,,1,433,269,Senegal,SEN,SN,686,722,FALSE,FALSE,FALSE,No Information,,,,,"Dakar, Diourbel, Fatick, Kaffrine, Koalack, Kedougou, Kolda, Louga, Matam, Sediou, St. Louis, Tambacounda, Thies, Ziguinchor",,7,5,AdditionalCoded
47046,47046_2251910,4,2251910,Fatick,14.28333,-16.5,ADM1,first-order administrative division,6295630|6255146|SN|09,Earth|Africa|Senegal|Fatick,1,2,China provides loans for Retention Ponds in Senegal (linked to project #48127),2005-01-11,,CHN,Senegal,SEN,310,"Agriculture, Forestry and Fishing",,,Implementation,2005,2005,84229818,,6016415.57142857,,TRUE,FALSE,2005,FALSE,310,"Agriculture, Forestry and Fishing",Loan (excluding debt rescheduling),Senegal,Senegal,3,"Unspecified Chinese Government Institution, Government Agency",,,,,Vague (Official Finance),Development,22619994448,XOF,0.509132,527.4681428,84229818,42884096,2005-01-11,2005-01-01,,,1,433,269,Senegal,SEN,SN,686,722,FALSE,FALSE,FALSE,No Information,,,,,"Dakar, Diourbel, Fatick, Kaffrine, Koalack, Kedougou, Kolda, Louga, Matam, Sediou, St. Louis, Tambacounda, Thies, Ziguinchor",,7,5,AdditionalCoded
47046,47046_2248753,4,2248753,Matam,15.16667,-13.66667,ADM1,first-order administrative division,6295630|6255146|SN|15,Earth|Africa|Senegal|Matam,1,2,China provides loans for Retention Ponds in Senegal (linked to project #48127),2005-01-11,,CHN,Senegal,SEN,310,"Agriculture, Forestry and Fishing",,,Implementation,2005,2005,84229818,,6016415.57142857,,TRUE,FALSE,2005,FALSE,310,"Agriculture, Forestry and Fishing",Loan (excluding debt rescheduling),Senegal,Senegal,3,"Unspecified Chinese Government Institution, Government Agency",,,,,Vague (Official Finance),Development,22619994448,XOF,0.509132,527.4681428,84229818,42884096,2005-01-11,2005-01-01,,,1,433,269,Senegal,SEN,SN,686,722,FALSE,FALSE,FALSE,No Information,,,,,"Dakar, Diourbel, Fatick, Kaffrine, Koalack, Kedougou, Kolda, Louga, Matam, Sediou, St. Louis, Tambacounda, Thies, Ziguinchor",,7,5,AdditionalCoded
47046,47046_2249781,4,2249781,Kolda,13,-14.41667,ADM1,first-order administrative division,6295630|6255146|SN|11,Earth|Africa|Senegal|Kolda,1,2,China provides loans for Retention Ponds in Senegal (linked to project #48127),2005-01-11,,CHN,Senegal,SEN,310,"Agriculture, Forestry and Fishing",,,Implementation,2005,2005,84229818,,6016415.57142857,,TRUE,FALSE,2005,FALSE,310,"Agriculture, Forestry and Fishing",Loan (excluding debt rescheduling),Senegal,Senegal,3,"Unspecified Chinese Government Institution, Government Agency",,,,,Vague (Official Finance),Development,22619994448,XOF,0.509132,527.4681428,84229818,42884096,2005-01-11,2005-01-01,,,1,433,269,Senegal,SEN,SN,686,722,FALSE,FALSE,FALSE,No Information,,,,,"Dakar, Diourbel, Fatick, Kaffrine, Koalack, Kedougou, Kolda, Louga, Matam, Sediou, St. Louis, Tambacounda, Thies, Ziguinchor",,7,5,AdditionalCoded
47046,47046_2246451,4,2246451,Saint-Louis,16.33333,-15,ADM1,first-order administrative division,6295630|6255146|SN|14,Earth|Africa|Senegal|Saint-Louis,1,2,China provides loans for Retention Ponds in Senegal (linked to project #48127),2005-01-11,,CHN,Senegal,SEN,310,"Agriculture, Forestry and Fishing",,,Implementation,2005,2005,84229818,,6016415.57142857,,TRUE,FALSE,2005,FALSE,310,"Agriculture, Forestry and Fishing",Loan (excluding debt rescheduling),Senegal,Senegal,3,"Unspecified Chinese Government Institution, Government Agency",,,,,Vague (Official Finance),Development,22619994448,XOF,0.509132,527.4681428,84229818,42884096,2005-01-11,2005-01-01,,,1,433,269,Senegal,SEN,SN,686,722,FALSE,FALSE,FALSE,No Information,,,,,"Dakar, Diourbel, Fatick, Kaffrine, Koalack, Kedougou, Kolda, Louga, Matam, Sediou, St. Louis, Tambacounda, Thies, Ziguinchor",,7,5,AdditionalCoded
47046,47046_7303936,4,7303936,Région de Kédougou,12.55146,-12.17586,ADM1,first-order administrative division,6295630|6255146|SN|17,Earth|Africa|Senegal|Région de Kédougou,1,2,China provides loans for Retention Ponds in Senegal (linked to project #48127),2005-01-11,,CHN,Senegal,SEN,310,"Agriculture, Forestry and Fishing",,,Implementation,2005,2005,84229818,,6016415.57142857,,TRUE,FALSE,2005,FALSE,310,"Agriculture, Forestry and Fishing",Loan (excluding debt rescheduling),Senegal,Senegal,3,"Unspecified Chinese Government Institution, Government Agency",,,,,Vague (Official Finance),Development,22619994448,XOF,0.509132,527.4681428,84229818,42884096,2005-01-11,2005-01-01,,,1,433,269,Senegal,SEN,SN,686,722,FALSE,FALSE,FALSE,No Information,,,,,"Dakar, Diourbel, Fatick, Kaffrine, Koalack, Kedougou, Kolda, Louga, Matam, Sediou, St. Louis, Tambacounda, Thies, Ziguinchor",,7,5,AdditionalCoded
47046,47046_2252308,4,2252308,Diourbel,14.76667,-16.1,ADM1,first-order administrative division,6295630|6255146|SN|03,Earth|Africa|Senegal|Diourbel,1,2,China provides loans for Retention Ponds in Senegal (linked to project #48127),2005-01-11,,CHN,Senegal,SEN,310,"Agriculture, Forestry and Fishing",,,Implementation,2005,2005,84229818,,6016415.57142857,,TRUE,FALSE,2005,FALSE,310,"Agriculture, Forestry and Fishing",Loan (excluding debt rescheduling),Senegal,Senegal,3,"Unspecified Chinese Government Institution, Government Agency",,,,,Vague (Official Finance),Development,22619994448,XOF,0.509132,527.4681428,84229818,42884096,2005-01-11,2005-01-01,,,1,433,269,Senegal,SEN,SN,686,722,FALSE,FALSE,FALSE,No Information,,,,,"Dakar, Diourbel, Fatick, Kaffrine, Koalack, Kedougou, Kolda, Louga, Matam, Sediou, St. Louis, Tambacounda, Thies, Ziguinchor",,7,5,AdditionalCoded
