project_id,project_location_id,precision_code,geoname_id,place_name,latitude,longitude,location_type_code,location_type_name,gazetteer_adm_code,gazetteer_adm_name,location_class,geographic_exactness,project_title,start_actual_isodate,end_actual_isodate,donors_iso3,recipients,recipients_iso3,ad_sector_codes,ad_sector_names,ad_purpose_codes,ad_purpose_names,status,transactions_start_year,transactions_end_year,project_total_commitments,total_disbursements,even_split_commitments,even_split_disbursements,recommended_for_research,umbrella,year,year_uncertain,crs_sector_code,crs_sector_name,flow,all_recipients,recipient_condensed,sources_count,funding_agency,cofinancing_agency,implementing_agency,recipient_agencies,recipient_agencies_count,flow_class,intent,amount,currency,deflators_used,exchange_rates_used,usd_defl_2014,usd_current,start_actual,start_planned,end_actual,end_planned,recipient_count,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,location_details,contacts,source_triangulation,field_completeness,round_coded
34789,34789_2240444,4,2240444,Luanda,-8.91667,13.33924,ADM1,first-order administrative division,6295630|6255146|AO|20,Earth|Africa|Angola|Luanda,1,2,"Phase 1: Construction of Third Cambambe, Luanda LT 220 Kv Transmission Lines (linked to project ID #42029)",2005-11-08,,CHN,Angola,AGO,230,Energy Generation and Supply,,,Implementation,2005,2005,75359044,,25119681.3333333,,TRUE,FALSE,2005,FALSE,230,Energy Generation and Supply,Loan (excluding debt rescheduling),Angola,Angola,5,"Export-Import Bank of China, Government Agency",,"China Machinery Engineering Corporation (CMEC) , State-Owned Company",,,OOF-like,Development,38367701,USD,0.509132,1,75359044,38367701,2005-11-08,,,2007-11-30,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.5,12,5,21.52,"Cambambe, Luanda",,11,8,AdditionalCoded
34829,34829_2236566,4,2236566,Uíge,-7.10719,15.44056,ADM1,first-order administrative division,6295630|6255146|AO|15,Earth|Africa|Angola|Uíge,1,2,Complementary Action (#34030): Expansion of Tab and Water Network in Catete and Caxito and Water Treatment in Uige (Linked to #34851),,,CHN,Angola,AGO,140,Water Supply and Sanitation,,,Completion,2007,2007,10606864,,3535621.33333333,,TRUE,FALSE,2007,FALSE,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Angola,Angola,4,"Export-Import Bank of China, Government Agency",,"China National Electric Import & Export Corporation, State-Owned Company",,,OOF-like,Development,6517147,USD,0.614427284,1,10606864,6517147,,,,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.84,17,,16.11,"Catete City, Caxito City, Uige",,6,9,AdditionalCoded
34836,34836_3351660,4,3351660,Benguela,-12.85399,13.92825,ADM1,first-order administrative division,6295630|6255146|AO|01,Earth|Africa|Angola|Benguela,1,2,Construction of Health Centers in Benguela and Huila (Linked to #42029),,,CHN,Angola,AGO,120,Health,,,Completion,2005,2005,8603957,,2867985.66666667,,TRUE,FALSE,2005,FALSE,120,Health,Loan (excluding debt rescheduling),Angola,Angola,3,"Export-Import Bank of China, Government Agency",,"SinoHydro , State-Owned Company",,,OOF-like,Development,4380550,USD,0.509132,1,8603957,4380550,,2007-01-17,,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.84,17,5,20.13,"Huila, Benguela",,4,9,AdditionalCoded
34836,34836_3348303,4,3348303,Huíla,-14.69531,15.00014,ADM1,first-order administrative division,6295630|6255146|AO|09,Earth|Africa|Angola|Huíla,1,2,Construction of Health Centers in Benguela and Huila (Linked to #42029),,,CHN,Angola,AGO,120,Health,,,Completion,2005,2005,8603957,,2867985.66666667,,TRUE,FALSE,2005,FALSE,120,Health,Loan (excluding debt rescheduling),Angola,Angola,3,"Export-Import Bank of China, Government Agency",,"SinoHydro , State-Owned Company",,,OOF-like,Development,4380550,USD,0.509132,1,8603957,4380550,,2007-01-17,,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.84,17,5,20.13,"Huila, Benguela",,4,9,AdditionalCoded
34836,34836_3348310,4,3348310,Huambo,-12.5,15.66667,ADM1,first-order administrative division,6295630|6255146|AO|08,Earth|Africa|Angola|Huambo,1,2,Construction of Health Centers in Benguela and Huila (Linked to #42029),,,CHN,Angola,AGO,120,Health,,,Completion,2005,2005,8603957,,2867985.66666667,,TRUE,FALSE,2005,FALSE,120,Health,Loan (excluding debt rescheduling),Angola,Angola,3,"Export-Import Bank of China, Government Agency",,"SinoHydro , State-Owned Company",,,OOF-like,Development,4380550,USD,0.509132,1,8603957,4380550,,2007-01-17,,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.84,17,5,20.13,"Huila, Benguela",,4,9,AdditionalCoded
34841,34841_2239858,4,2239858,Malanje,-9.67548,16.82553,ADM1,first-order administrative division,6295630|6255146|AO|12,Earth|Africa|Angola|Malanje,1,2,Construction and Equipping of 3 Malange Health Centers (linked to #42029 & #34832),2006-08-01,2007-08-10,CHN,Angola,AGO,120,Health,,,Completion,2005,2005,21231011,,7077003.66666667,,TRUE,FALSE,2005,FALSE,120,Health,Strategic/Supplier Credit,Angola,Angola,3,"Export-Import Bank of China, Government Agency",,"SinoHydro , State-Owned Company",,,OOF-like,Mixed,10809387,USD,0.509132,1,21231011,10809387,2006-08-01,,2007-08-10,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.5,12,5,21.52,"Cangandala, Carreira de Tiros, Caculama",,5,9,AdditionalCoded
34845,34845_3348310,4,3348310,Huambo,-12.5,15.66667,ADM1,first-order administrative division,6295630|6255146|AO|08,Earth|Africa|Angola|Huambo,1,2,Construction and Equipping of Huambo Health Center (linked to #42029 & #34030),2006-08-01,2007-08-01,CHN,Angola,AGO,120,Health,,,Completion,2005,2005,7077004,,7077004,,TRUE,FALSE,2005,FALSE,120,Health,Loan (excluding debt rescheduling),Angola,Angola,4,"Export-Import Bank of China, Government Agency",,"SinoHydro , State-Owned Company",,,OOF-like,Development,3603129,USD,0.509132,1,7077004,3603129,2006-08-01,,2007-08-01,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.84,17,5,20.13,Bairro de Sao Pedro,,7,9,AdditionalCoded
34849,34849_2240444,4,2240444,Luanda,-8.91667,13.33924,ADM1,first-order administrative division,6295630|6255146|AO|20,Earth|Africa|Angola|Luanda,1,2,Phase 1: Partial Rehabilitation of the Luanda Water Supply System (linked to project ID #42029),,,CHN,Angola,AGO,140,Water Supply and Sanitation,,,Implementation,2005,2005,87787487,,87787487,,TRUE,FALSE,2005,FALSE,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Angola,Angola,2,"Export-Import Bank of China, Government Agency",,"China Machinery Engineering Corporation (CMEC) , State-Owned Company",,,OOF-like,Development,44695419,USD,0.509132,1,87787487,44695419,,,,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.5,12,5,21.52,Luanda,,5,8,AdditionalCoded
34850,34850_3348310,4,3348310,Huambo,-12.5,15.66667,ADM1,first-order administrative division,6295630|6255146|AO|08,Earth|Africa|Angola|Huambo,1,2,"China funds 22,374,027 USD Rehabilitation of Huambo Water Supply System as Part of Larger Loan Agreement (linked to project ID #42029)",2005-11-08,2007-10-31,CHN,Angola,AGO,140,Water Supply and Sanitation,,,Completion,2005,2005,43945435,,43945435,,TRUE,FALSE,2005,FALSE,140,Water Supply and Sanitation,Loan (excluding debt rescheduling),Angola,Angola,2,"Export-Import Bank of China, Government Agency",,"China Machinery Engineering Corporation (CMEC) , State-Owned Company",,,OOF-like,Development,22374027,USD,0.509132,1,43945435,22374027,2005-11-08,,2007-10-31,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.5,12,5,21.52,Huambo,,5,9,AdditionalCoded
34875,34875_2243266,4,2243266,Cabinda,-4.93423,12.40532,ADM1,first-order administrative division,6295630|6255146|AO|03,Earth|Africa|Angola|Cabinda,1,2,"Tranche A (#31742): Integrated Infrastructure for Cabinda, Phase I",,,CHN,Angola,AGO,210,Transport and Storage,,,Completion,2007,2007,118860856,,118860856,,TRUE,FALSE,2007,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Angola,Angola,2,"Export-Import Bank of China, Government Agency",,,,,OOF-like,Development,73031353,USD,0.614427284,1,118860856,73031353,,,,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.4,15,5,21.84,Cabinda,,4,8,AdditionalCoded
34881,34881_2243598,4,2243598,Bengo,-8.97504,13.82743,ADM1,first-order administrative division,6295630|6255146|AO|19,Earth|Africa|Angola|Bengo,1,2,China constructs several institutes in Angola for $93.2 million (Linked to Project ID #42029),,,CHN,Angola,AGO,110,Education,,,Implementation,2006,2006,171492777,,21436597.125,,TRUE,FALSE,2006,FALSE,110,Education,Loan (excluding debt rescheduling),Angola,Angola,4,"Export-Import Bank of China, Government Agency",,"SINOMACH - China National Machinery Industry Corporation Ltd. (_™_Ô___ñ__¢Ôöâ_™____Ô_¢_ñ__ŽÔÛëÔ™), State-Owned Company",,,OOF-like,Development,93232441,USD,0.543652291,1,171492777,93232441,,2007-07-17,,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.5,12,5,21.52,"Luanda, Bengo, Benguela, Namibe, Cabinda",,7,8,AdditionalCoded
34881,34881_3347016,4,3347016,Namibe,-15.33207,12.66002,ADM1,first-order administrative division,6295630|6255146|AO|13,Earth|Africa|Angola|Namibe,1,2,China constructs several institutes in Angola for $93.2 million (Linked to Project ID #42029),,,CHN,Angola,AGO,110,Education,,,Implementation,2006,2006,171492777,,21436597.125,,TRUE,FALSE,2006,FALSE,110,Education,Loan (excluding debt rescheduling),Angola,Angola,4,"Export-Import Bank of China, Government Agency",,"SINOMACH - China National Machinery Industry Corporation Ltd. (_™_Ô___ñ__¢Ôöâ_™____Ô_¢_ñ__ŽÔÛëÔ™), State-Owned Company",,,OOF-like,Development,93232441,USD,0.543652291,1,171492777,93232441,,2007-07-17,,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.5,12,5,21.52,"Luanda, Bengo, Benguela, Namibe, Cabinda",,7,8,AdditionalCoded
34883,34883_3351660,4,3351660,Benguela,-12.85399,13.92825,ADM1,first-order administrative division,6295630|6255146|AO|01,Earth|Africa|Angola|Benguela,1,2,China constructs institutes and schools for $67.3 million in Angola (Linked to Project ID #42029),,,CHN,Angola,AGO,110,Education,,,Implementation,2006,2006,123816526,,8844037.57142857,,TRUE,FALSE,2006,FALSE,110,Education,Loan (excluding debt rescheduling),Angola,Angola,3,"Export-Import Bank of China, Government Agency",,"SinoHydro , State-Owned Company",,,OOF-like,Development,67313138,USD,0.543652291,1,123816526,67313138,,2007-08-15,,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.5,12,5,21.52,"Luana-Sul, Luanda-Norte, Uige, Moxico",,3,8,AdditionalCoded
34883,34883_2241660,4,2241660,Cuanza Norte,-8.91136,14.8887,ADM1,first-order administrative division,6295630|6255146|AO|05,Earth|Africa|Angola|Cuanza Norte,1,2,China constructs institutes and schools for $67.3 million in Angola (Linked to Project ID #42029),,,CHN,Angola,AGO,110,Education,,,Implementation,2006,2006,123816526,,8844037.57142857,,TRUE,FALSE,2006,FALSE,110,Education,Loan (excluding debt rescheduling),Angola,Angola,3,"Export-Import Bank of China, Government Agency",,"SinoHydro , State-Owned Company",,,OOF-like,Development,67313138,USD,0.543652291,1,123816526,67313138,,2007-08-15,,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.5,12,5,21.52,"Luana-Sul, Luanda-Norte, Uige, Moxico",,3,8,AdditionalCoded
34883,34883_3348303,4,3348303,Huíla,-14.69531,15.00014,ADM1,first-order administrative division,6295630|6255146|AO|09,Earth|Africa|Angola|Huíla,1,2,China constructs institutes and schools for $67.3 million in Angola (Linked to Project ID #42029),,,CHN,Angola,AGO,110,Education,,,Implementation,2006,2006,123816526,,8844037.57142857,,TRUE,FALSE,2006,FALSE,110,Education,Loan (excluding debt rescheduling),Angola,Angola,3,"Export-Import Bank of China, Government Agency",,"SinoHydro , State-Owned Company",,,OOF-like,Development,67313138,USD,0.543652291,1,123816526,67313138,,2007-08-15,,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.5,12,5,21.52,"Luana-Sul, Luanda-Norte, Uige, Moxico",,3,8,AdditionalCoded
34883,34883_2239858,4,2239858,Malanje,-9.67548,16.82553,ADM1,first-order administrative division,6295630|6255146|AO|12,Earth|Africa|Angola|Malanje,1,2,China constructs institutes and schools for $67.3 million in Angola (Linked to Project ID #42029),,,CHN,Angola,AGO,110,Education,,,Implementation,2006,2006,123816526,,8844037.57142857,,TRUE,FALSE,2006,FALSE,110,Education,Loan (excluding debt rescheduling),Angola,Angola,3,"Export-Import Bank of China, Government Agency",,"SinoHydro , State-Owned Company",,,OOF-like,Development,67313138,USD,0.543652291,1,123816526,67313138,,2007-08-15,,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.5,12,5,21.52,"Luana-Sul, Luanda-Norte, Uige, Moxico",,3,8,AdditionalCoded
34883,34883_3349234,4,3349234,Kwanza Sul,-10.82696,15.03197,ADM1,first-order administrative division,6295630|6255146|AO|06,Earth|Africa|Angola|Kwanza Sul,1,2,China constructs institutes and schools for $67.3 million in Angola (Linked to Project ID #42029),,,CHN,Angola,AGO,110,Education,,,Implementation,2006,2006,123816526,,8844037.57142857,,TRUE,FALSE,2006,FALSE,110,Education,Loan (excluding debt rescheduling),Angola,Angola,3,"Export-Import Bank of China, Government Agency",,"SinoHydro , State-Owned Company",,,OOF-like,Development,67313138,USD,0.543652291,1,123816526,67313138,,2007-08-15,,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.5,12,5,21.52,"Luana-Sul, Luanda-Norte, Uige, Moxico",,3,8,AdditionalCoded
34883,34883_3348310,4,3348310,Huambo,-12.5,15.66667,ADM1,first-order administrative division,6295630|6255146|AO|08,Earth|Africa|Angola|Huambo,1,2,China constructs institutes and schools for $67.3 million in Angola (Linked to Project ID #42029),,,CHN,Angola,AGO,110,Education,,,Implementation,2006,2006,123816526,,8844037.57142857,,TRUE,FALSE,2006,FALSE,110,Education,Loan (excluding debt rescheduling),Angola,Angola,3,"Export-Import Bank of China, Government Agency",,"SinoHydro , State-Owned Company",,,OOF-like,Development,67313138,USD,0.543652291,1,123816526,67313138,,2007-08-15,,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.5,12,5,21.52,"Luana-Sul, Luanda-Norte, Uige, Moxico",,3,8,AdditionalCoded
34883,34883_3351640,4,3351640,Bíe,-12.34989,17.3031,ADM1,first-order administrative division,6295630|6255146|AO|02,Earth|Africa|Angola|Bíe,1,2,China constructs institutes and schools for $67.3 million in Angola (Linked to Project ID #42029),,,CHN,Angola,AGO,110,Education,,,Implementation,2006,2006,123816526,,8844037.57142857,,TRUE,FALSE,2006,FALSE,110,Education,Loan (excluding debt rescheduling),Angola,Angola,3,"Export-Import Bank of China, Government Agency",,"SinoHydro , State-Owned Company",,,OOF-like,Development,67313138,USD,0.543652291,1,123816526,67313138,,2007-08-15,,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.5,12,5,21.52,"Luana-Sul, Luanda-Norte, Uige, Moxico",,3,8,AdditionalCoded
34917,34917_2241660,4,2241660,Cuanza Norte,-8.91136,14.8887,ADM1,first-order administrative division,6295630|6255146|AO|05,Earth|Africa|Angola|Cuanza Norte,1,1,China constructs generation network worth $74.3 million in Angola (Linked to Project ID #42029),,2009-04-08,CHN,Angola,AGO,230,Energy Generation and Supply,,,Completion,2006,2006,136725783,,19532254.7142857,,TRUE,FALSE,2006,FALSE,230,Energy Generation and Supply,Loan (excluding debt rescheduling),Angola,Angola,5,"Export-Import Bank of China, Government Agency",,"China Machinery Engineering Corporation (CMEC), State-Owned Company;",,,OOF-like,Development,74331285,USD,0.543652291,1,136725783,74331285,,2006-10-24,2009-04-08,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.5,12,5,21.52,"Bengo, Bie, Kwanze-Norte, Kwanza-Sul, Luanda, Malange, Moxico",,8,8,AdditionalCoded
34917,34917_2243598,4,2243598,Bengo,-8.97504,13.82743,ADM1,first-order administrative division,6295630|6255146|AO|19,Earth|Africa|Angola|Bengo,1,1,China constructs generation network worth $74.3 million in Angola (Linked to Project ID #42029),,2009-04-08,CHN,Angola,AGO,230,Energy Generation and Supply,,,Completion,2006,2006,136725783,,19532254.7142857,,TRUE,FALSE,2006,FALSE,230,Energy Generation and Supply,Loan (excluding debt rescheduling),Angola,Angola,5,"Export-Import Bank of China, Government Agency",,"China Machinery Engineering Corporation (CMEC), State-Owned Company;",,,OOF-like,Development,74331285,USD,0.543652291,1,136725783,74331285,,2006-10-24,2009-04-08,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.5,12,5,21.52,"Bengo, Bie, Kwanze-Norte, Kwanza-Sul, Luanda, Malange, Moxico",,8,8,AdditionalCoded
34917,34917_3349234,4,3349234,Kwanza Sul,-10.82696,15.03197,ADM1,first-order administrative division,6295630|6255146|AO|06,Earth|Africa|Angola|Kwanza Sul,1,1,China constructs generation network worth $74.3 million in Angola (Linked to Project ID #42029),,2009-04-08,CHN,Angola,AGO,230,Energy Generation and Supply,,,Completion,2006,2006,136725783,,19532254.7142857,,TRUE,FALSE,2006,FALSE,230,Energy Generation and Supply,Loan (excluding debt rescheduling),Angola,Angola,5,"Export-Import Bank of China, Government Agency",,"China Machinery Engineering Corporation (CMEC), State-Owned Company;",,,OOF-like,Development,74331285,USD,0.543652291,1,136725783,74331285,,2006-10-24,2009-04-08,,1,540,225,Angola,AGO,AO,24,614,FALSE,FALSE,FALSE,Non-Concessional,6.5,12,5,21.52,"Bengo, Bie, Kwanze-Norte, Kwanza-Sul, Luanda, Malange, Moxico",,8,8,AdditionalCoded
