project_id,project_location_id,precision_code,geoname_id,place_name,latitude,longitude,location_type_code,location_type_name,gazetteer_adm_code,gazetteer_adm_name,location_class,geographic_exactness,project_title,start_actual_isodate,end_actual_isodate,donors_iso3,recipients,recipients_iso3,ad_sector_codes,ad_sector_names,ad_purpose_codes,ad_purpose_names,status,transactions_start_year,transactions_end_year,project_total_commitments,total_disbursements,even_split_commitments,even_split_disbursements,recommended_for_research,umbrella,year,year_uncertain,crs_sector_code,crs_sector_name,flow,all_recipients,recipient_condensed,sources_count,funding_agency,cofinancing_agency,implementing_agency,recipient_agencies,recipient_agencies_count,flow_class,intent,amount,currency,deflators_used,exchange_rates_used,usd_defl_2014,usd_current,start_actual,start_planned,end_actual,end_planned,recipient_count,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,location_details,contacts,source_triangulation,field_completeness,round_coded
30846,30846_2395504,4,2395504,Atlantique,6.66667,2.25,ADM1,first-order administrative division,6295630|6255146|BJ|09,Earth|Africa|Benin|Atlantique,1,1,Financing 100 Large-Diameter Water Wells,,,CHN,Benin,BEN,140,Water Supply and Sanitation,,,Completion,2013,2013,2058038,,343006.333333333,,TRUE,FALSE,2013,FALSE,140,Water Supply and Sanitation,Grant,Benin,Benin,5,"Unspecified Chinese Government Institution, Government Agency",,"China Geo-Engineering Corporation, State-Owned Company",,,ODA-like,Development,1000000000,XOF,0.983522687,494.0400374,2058038,2024127,,,,,1,434,236,Benin,BEN,BJ,204,638,FALSE,FALSE,FALSE,,,,,,,"Boni Yayi, Benin President ",4,9,AdditionalCoded
30856,30856_7603254,4,7603254,N’Djaména,12.11666,15.06666,ADM1,first-order administrative division,6295630|6255146|TD|21,Earth|Africa|Chad|N’Djaména,1,2,China issues a 700 million USD loan to Chad for an international airport in N_„ŽDjamena and a 40km airport highway,,,CHN,Chad,TCD,210,Transport and Storage,,,Implementation,2011,2011,776991128,,776991128,,TRUE,FALSE,2011,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Chad,Chad,5,"Unspecified Chinese Government Institution, Government Agency",,"China CAMC Engineering Co., Ltd., State-Owned Company",,,ODA-like,Development,700000000,USD,0.900911188,1,776991128,700000000,,,,2015-12-31,1,483,232,Chad,TCD,TD,148,628,FALSE,TRUE,FALSE,Concessional,2.5,20,,41.81,Djarmaya,,4,8,AdditionalCoded
31057,31057_1090052,4,1090052,Zambezi Region,-17.83333,23.75,ADM1,first-order administrative division,6295630|6255146|NA|28,Earth|Africa|Namibia|Zambezi Region,1,2,"China donates 3 tractors valued at 750,000 ND to Namibia",,,CHN,Namibia,NAM,310,"Agriculture, Forestry and Fishing",,,Completion,2013,2013,78981,,19745.25,,TRUE,FALSE,2013,FALSE,310,"Agriculture, Forestry and Fishing",Grant,Namibia,Namibia,2,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,750000, D,0.983522687,9.655056069,78981,77680,,,,,1,565,275,Namibia,NAM,,516,728,FALSE,FALSE,FALSE,,,,,,,,1,7,AdditionalCoded
31057,31057_3371209,4,3371209,Otjozondjupa,-20.33333,18,ADM1,first-order administrative division,6295630|6255146|NA|39,Earth|Africa|Namibia|Otjozondjupa,1,2,"China donates 3 tractors valued at 750,000 ND to Namibia",,,CHN,Namibia,NAM,310,"Agriculture, Forestry and Fishing",,,Completion,2013,2013,78981,,19745.25,,TRUE,FALSE,2013,FALSE,310,"Agriculture, Forestry and Fishing",Grant,Namibia,Namibia,2,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,750000, D,0.983522687,9.655056069,78981,77680,,,,,1,565,275,Namibia,NAM,,516,728,FALSE,FALSE,FALSE,,,,,,,,1,7,AdditionalCoded
31057,31057_3371203,4,3371203,Ohangwena,-17.58333,16.75,ADM1,first-order administrative division,6295630|6255146|NA|33,Earth|Africa|Namibia|Ohangwena,1,2,"China donates 3 tractors valued at 750,000 ND to Namibia",,,CHN,Namibia,NAM,310,"Agriculture, Forestry and Fishing",,,Completion,2013,2013,78981,,19745.25,,TRUE,FALSE,2013,FALSE,310,"Agriculture, Forestry and Fishing",Grant,Namibia,Namibia,2,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,750000, D,0.983522687,9.655056069,78981,77680,,,,,1,565,275,Namibia,NAM,,516,728,FALSE,FALSE,FALSE,,,,,,,,1,7,AdditionalCoded
31112,31112_180782,4,180782,Samburu,1.33333,37.11667,ADM1,first-order administrative division,6295630|6255146|KE|45,Earth|Africa|Kenya|Samburu,1,2,China pledges to rehabilitate university and technical institute equipment,,,CHN,Kenya,KEN,110,Education,,,Implementation,2012,2012,30945580,,30945580,,TRUE,FALSE,2012,TRUE,110,Education,Grant,Kenya,Kenya,1,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,2470000000,KES,0.944255468,84.52960176,30945580,29220533,,2012-07-02,,2015-06-30,1,501,248,Kenya,KEN,KE,404,664,FALSE,FALSE,FALSE,,,,,,,,3,6,AdditionalCoded
31785,31785_2483666,4,2483666,Relizane,35.75,0.91667,ADM1,first-order administrative division,6295630|6255146|DZ|51,Earth|Africa|Algeria|Relizane,1,2,Saline Soil Management Demonstration Project,,2014-09-26,CHN,Algeria,DZA,310,"Agriculture, Forestry and Fishing",,,Completion,2011,2011,,,,,TRUE,FALSE,2011,FALSE,310,"Agriculture, Forestry and Fishing",Free-standing technical assistance,Algeria,Algeria,6,"China Ministry of Commerce, Government Agency",,"China National Agricultural Development Group, State-Owned Company; Shaanxi Agriculture Group, State-Owned Company",,,ODA-like,Development,,,,,,,,2011-12-19,2014-09-26,,1,615,130,Algeria,DZA,DZ,12,612,FALSE,TRUE,FALSE,,,,,,,"Yifeng Lv, Representative (China National Agricultural Development Group); Liu Lianjun, Vice President (China National Agricultural Development Group)",8,8,AdditionalCoded
32636,32636_2379216,4,2379216,Guidimaka,15.38333,-12.13333,ADM1,first-order administrative division,6295630|6255146|MR|10,Earth|Africa|Mauritania|Guidimaka,1,2,China to build agricultural technology demonstration center in Mauritania (2011) ,,,CHN,Mauritania,MRT,310,"Agriculture, Forestry and Fishing",,,Completion,2011,2011,,,,,TRUE,FALSE,2011,FALSE,310,"Agriculture, Forestry and Fishing",Grant,Mauritania,Mauritania,4,"Unspecified Chinese Government Institution, Government Agency",,"Mudanjiang Yanlin Technology Co., ltd.",,,ODA-like,Development,,,,,,,,,,,1,435,256,Mauritania,MRT,MR,478,682,FALSE,FALSE,FALSE,,,,,,,"Chen Gonglai, Chinese Ambassador ",3,8,AdditionalCoded
32636,32636_2379384,4,2379384,Gorgol,16,-12.83333,ADM1,first-order administrative division,6295630|6255146|MR|04,Earth|Africa|Mauritania|Gorgol,1,2,China to build agricultural technology demonstration center in Mauritania (2011) ,,,CHN,Mauritania,MRT,310,"Agriculture, Forestry and Fishing",,,Completion,2011,2011,,,,,TRUE,FALSE,2011,FALSE,310,"Agriculture, Forestry and Fishing",Grant,Mauritania,Mauritania,4,"Unspecified Chinese Government Institution, Government Agency",,"Mudanjiang Yanlin Technology Co., ltd.",,,ODA-like,Development,,,,,,,,,,,1,435,256,Mauritania,MRT,MR,478,682,FALSE,FALSE,FALSE,,,,,,,"Chen Gonglai, Chinese Ambassador ",3,8,AdditionalCoded
32636,32636_2380635,4,2380635,Brakna,17.25,-13.4,ADM1,first-order administrative division,6295630|6255146|MR|05,Earth|Africa|Mauritania|Brakna,1,2,China to build agricultural technology demonstration center in Mauritania (2011) ,,,CHN,Mauritania,MRT,310,"Agriculture, Forestry and Fishing",,,Completion,2011,2011,,,,,TRUE,FALSE,2011,FALSE,310,"Agriculture, Forestry and Fishing",Grant,Mauritania,Mauritania,4,"Unspecified Chinese Government Institution, Government Agency",,"Mudanjiang Yanlin Technology Co., ltd.",,,ODA-like,Development,,,,,,,,,,,1,435,256,Mauritania,MRT,MR,478,682,FALSE,FALSE,FALSE,,,,,,,"Chen Gonglai, Chinese Ambassador ",3,8,AdditionalCoded
32673,32673_2441289,4,2441289,Maradi,14.25,7.25,ADM1,first-order administrative division,6295630|6255146|NE|04,Earth|Africa|Niger|Maradi,1,1,China sends 17th Medical Team to Niger,,,CHN,Niger,NER,120,Health,,,Completion,2012,2012,,,,,TRUE,FALSE,2012,FALSE,120,Health,Free-standing technical assistance,Niger,Niger,4,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,,,,,1,436,260,Niger,NER,NE,562,692,FALSE,FALSE,FALSE,,,,,,"Niamey, Maradi, Zinder","Guangli Dong, charge d'affaires ad interim ; Bazu Mu, Foreign Minister of Niger ",8,6,AdditionalCoded
32673,32673_2437797,4,2437797,Zinder,15,10.5,ADM1,first-order administrative division,6295630|6255146|NE|07,Earth|Africa|Niger|Zinder,1,1,China sends 17th Medical Team to Niger,,,CHN,Niger,NER,120,Health,,,Completion,2012,2012,,,,,TRUE,FALSE,2012,FALSE,120,Health,Free-standing technical assistance,Niger,Niger,4,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,,,,,1,436,260,Niger,NER,NE,562,692,FALSE,FALSE,FALSE,,,,,,"Niamey, Maradi, Zinder","Guangli Dong, charge d'affaires ad interim ; Bazu Mu, Foreign Minister of Niger ",8,6,AdditionalCoded
33368,33368_7671049,4,7671049,Northern Province,9.16667,80.41667,ADM1,first-order administrative division,6295630|6255147|LK|38,Earth|Asia|Sri Lanka|Northern Province,1,2,"China donates 2,000 tents worth 128 million Rupees to Sri Lanka (Linked to #33289)",,,CHN,Sri Lanka,LKA,700,Emergency Response,,,Completion,2009,2009,1511236,,1511236,,TRUE,FALSE,2009,FALSE,700,Emergency Response,Grant,Sri Lanka,Sri Lanka,5,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,128000000,LKR,0.736866033,114.9447833,1511236,1113578,,,,,1,780,640,Sri Lanka,LKA,LK,144,524,FALSE,FALSE,FALSE,,,,,,Northern Province,,5,7,AdditionalCoded
33374,33374_7671049,4,7671049,Northern Province,9.16667,80.41667,ADM1,first-order administrative division,6295630|6255147|LK|38,Earth|Asia|Sri Lanka|Northern Province,1,2,China donates de-mining detectors and equipment to Sri Lanka,,,CHN,Sri Lanka,LKA,150,Government and Civil Society,,,Completion,2010,2010,556186,,556186,,TRUE,FALSE,2010,FALSE,150,Government and Civil Society,Grant,Sri Lanka,Sri Lanka,5,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,50000000,LKR,0.795103379,113.0644804,556186,442226,,,,,1,780,640,Sri Lanka,LKA,LK,144,524,FALSE,FALSE,FALSE,,,,,,North,"Ratnasiri Wickramanayake, Prime Minister of Sri Lanka ; Yang Xiuping, Chinese Ambassador to Sri Lanka ",5,7,AdditionalCoded
34181,34181_2596686,4,2596686,Bangui,4.38333,18.56667,ADM1,first-order administrative division,6295630|6255146|CF|18,Earth|Africa|Central African Republic|Bangui,1,2,China sends medical team to friendship hospital in CAR,,,CHN,Central African Rep.,CAF,120,Health,,,Completion,2000,2000,,,,,TRUE,FALSE,2000,FALSE,120,Health,Free-standing technical assistance,Central African Rep.,Central African Rep.,2,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,,,,,1,482,231,Central African Rep.,CAF,CF,140,626,FALSE,FALSE,FALSE,,,,,,Bangui_„Žs Friendship Hospital ,,5,6,AdditionalCoded
34507,34507_1131054,4,1131054,Parwan,35,68.91667,ADM1,first-order administrative division,6295630|6255147|AF|40,Earth|Asia|Afghanistan|Parwan,1,2,China donates 2m RMB for schools for war orphans in Afghanistan,,,CHN,Afghanistan,AFG,110,Education,,,Completion,2003,2003,532387,,266193.5,,TRUE,FALSE,2003,FALSE,110,Education,Grant,Afghanistan,Afghanistan,3,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,2000000,CNY,0.453865945,8.277036667,532387,241632,,,,,1,700,625,Afghanistan,AFG,AF,4,512,FALSE,FALSE,FALSE,,,,,,Kabul & Parwan,,4,7,AdditionalCoded
34531,34531_1138957,4,1138957,Kabul,34.5,69.41667,ADM1,first-order administrative division,6295630|6255147|AF|13,Earth|Asia|Afghanistan|Kabul,1,2,Donation of 30 million RMB of wheat to Afghanistan,,,CHN,Afghanistan,AFG,520,Developmental Food Aid/Food Security Assistance,,,Completion,2008,2008,5953295,,5953295,,TRUE,FALSE,2008,FALSE,520,Developmental Food Aid/Food Security Assistance,Grant,Afghanistan,Afghanistan,3,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,30000000,CNY,0.725208865,6.948655,5953295,4317382,,,,,1,700,625,Afghanistan,AFG,AF,4,512,FALSE,FALSE,FALSE,,,,,,Kabul,"Rangin Dafar Spanta, Afghan Foreign Minister ; Yang Houlan , Chinese Ambassador to Afghanistan ",4,7,AdditionalCoded
34585,34585_1139049,4,1139049,Jowzjan,36.83333,65.83333,ADM1,first-order administrative division,6295630|6255147|AF|31,Earth|Asia|Afghanistan|Jowzjan,1,2,"China donates $250,000 worth of humanitarian items to Afghanistan",,,CHN,Afghanistan,AFG,700,Emergency Response,,,Completion,2010,2010,314425,,314425,,TRUE,FALSE,2010,FALSE,700,Emergency Response,Grant,Afghanistan,Afghanistan,2,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,250000,USD,0.795103379,1,314425,250000,,,,,1,700,625,Afghanistan,AFG,AF,4,512,FALSE,FALSE,FALSE,,,,,,Jawzjan Province,,1,7,AdditionalCoded
34705,34705_444185,4,444185,Oromiya,8,39,ADM1,first-order administrative division,6295630|6255146|ET|51,Earth|Africa|Ethiopia|Oromiya,1,2,China donates diagnostic and treatment laboratory for animals to Ethiopian college,,,CHN,Ethiopia,ETH,110,Education,,,Completion,2006,2006,2306923,,2306923,,TRUE,FALSE,2006,TRUE,110,Education,Grant,Ethiopia,Ethiopia,1,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,10000000,CNY,0.543652291,7.973438333,2306923,1254164,,,,,1,530,238,Ethiopia,ETH,ET,231,644,FALSE,FALSE,FALSE,,,,,,,,2,7,AdditionalCoded
34706,34706_444187,4,444187,Tigray,14.16667,38.83333,ADM1,first-order administrative division,6295630|6255146|ET|53,Earth|Africa|Ethiopia|Tigray,1,2,China pledges construction of 100 Ethiopian primary schools,,,CHN,Ethiopia,ETH,110,Education,,,Implementation,2008,2008,,,,,TRUE,FALSE,2008,FALSE,110,Education,Grant,Ethiopia,Ethiopia,2,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,,,,,1,530,238,Ethiopia,ETH,ET,231,644,FALSE,FALSE,FALSE,,,,,,,,0,5,AdditionalCoded
34750,34750_2243266,4,2243266,Cabinda,-4.93423,12.40532,ADM1,first-order administrative division,6295630|6255146|AO|03,Earth|Africa|Angola|Cabinda,1,2,Exim Bank loans $3 million USD for Cabinda Link Road Project in Angola,2008-09-25,,CHN,Angola,AGO,210,Transport and Storage,,,Implementation,2007,2007,4882596,,976519.2,,TRUE,FALSE,2007,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Angola,Angola,6,"Export-Import Bank of China, Government Agency",,"China Road and Bridge Corporation, State-Owned Company; SinoHydro , State-Owned Company",,,ODA-like,Development,3000000,USD,0.614427284,1,4882596,3000000,2008-09-25,,,,1,540,225,Angola,AGO,AO,24,614,FALSE,TRUE,FALSE,No Information,,,,,Soyo in Zaire Province to Cabinda in Cabinda Province,"Higino Carneiro, Angola Minister of Public Works ; JosÍ© Joanes AndrÍ©, Angola Deputy Minister of Public Works ",7,8,AdditionalCoded
34750,34750_2317277,4,2317277,Bas-Congo,-5.33333,14.33333,ADM1,first-order administrative division,6295630|6255146|CD|08,Earth|Africa|DR Congo|Bas-Congo,1,2,Exim Bank loans $3 million USD for Cabinda Link Road Project in Angola,2008-09-25,,CHN,Angola,AGO,210,Transport and Storage,,,Implementation,2007,2007,4882596,,976519.2,,TRUE,FALSE,2007,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Angola,Angola,6,"Export-Import Bank of China, Government Agency",,"China Road and Bridge Corporation, State-Owned Company; SinoHydro , State-Owned Company",,,ODA-like,Development,3000000,USD,0.614427284,1,4882596,3000000,2008-09-25,,,,1,540,225,Angola,AGO,AO,24,614,FALSE,TRUE,FALSE,No Information,,,,,Soyo in Zaire Province to Cabinda in Cabinda Province,"Higino Carneiro, Angola Minister of Public Works ; JosÍ© Joanes AndrÍ©, Angola Deputy Minister of Public Works ",7,8,AdditionalCoded
34750,34750_2236355,4,2236355,Zaire,-6.58717,13.51966,ADM1,first-order administrative division,6295630|6255146|AO|16,Earth|Africa|Angola|Zaire,1,2,Exim Bank loans $3 million USD for Cabinda Link Road Project in Angola,2008-09-25,,CHN,Angola,AGO,210,Transport and Storage,,,Implementation,2007,2007,4882596,,976519.2,,TRUE,FALSE,2007,FALSE,210,Transport and Storage,Loan (excluding debt rescheduling),Angola,Angola,6,"Export-Import Bank of China, Government Agency",,"China Road and Bridge Corporation, State-Owned Company; SinoHydro , State-Owned Company",,,ODA-like,Development,3000000,USD,0.614427284,1,4882596,3000000,2008-09-25,,,,1,540,225,Angola,AGO,AO,24,614,FALSE,TRUE,FALSE,No Information,,,,,Soyo in Zaire Province to Cabinda in Cabinda Province,"Higino Carneiro, Angola Minister of Public Works ; JosÍ© Joanes AndrÍ©, Angola Deputy Minister of Public Works ",7,8,AdditionalCoded
35034,35034_1215638,4,1215638,Aceh,4,97,ADM1,first-order administrative division,6295630|6255147|ID|01,Earth|Asia|Indonesia|Aceh,1,1,China airlifts humanitarian aid to Indonesia after tsunami,,2005-01-02,CHN,Indonesia,IDN,700,Emergency Response,,,Completion,2005,2005,3595408,,3595408,,TRUE,FALSE,2005,FALSE,700,Emergency Response,Grant,Indonesia,Indonesia,4,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,15000000,CNY,0.509132,8.194316667,3595408,1830537,,,2005-01-02,,1,850,738,Indonesia,IDN,ID,360,536,FALSE,FALSE,FALSE,,,,,,"Medan, Aceh","Wang Hanjiang, Head of the Department for Foreign Aid, under the Ministry of Commerce ",3,7,AdditionalCoded
35066,35066_1213642,4,1213642,North Sumatra,2,99,ADM1,first-order administrative division,6295630|6255147|ID|26,Earth|Asia|Indonesia|North Sumatra,1,1,China donates relief supplies to Indonesia,,2005-01-05,CHN,Indonesia,IDN,700,Emergency Response,,,Completion,2005,2005,,,,,TRUE,FALSE,2005,FALSE,700,Emergency Response,Grant,Indonesia,Indonesia,4,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,,,2005-01-05,,1,850,738,Indonesia,IDN,ID,360,536,FALSE,FALSE,FALSE,,,,,,,,3,6,AdditionalCoded
35066,35066_1215638,4,1215638,Aceh,4,97,ADM1,first-order administrative division,6295630|6255147|ID|01,Earth|Asia|Indonesia|Aceh,1,1,China donates relief supplies to Indonesia,,2005-01-05,CHN,Indonesia,IDN,700,Emergency Response,,,Completion,2005,2005,,,,,TRUE,FALSE,2005,FALSE,700,Emergency Response,Grant,Indonesia,Indonesia,4,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,,,2005-01-05,,1,850,738,Indonesia,IDN,ID,360,536,FALSE,FALSE,FALSE,,,,,,,,3,6,AdditionalCoded
